domain,record_type,encoding_type,encodePacketStart,encodePacketEnd,dnsResStart,dnsResEnd,encode_duration,dns_resolution_duration,total_duration
example.com,AAAA,ROT13,832736.527891791,832736.527912916,832736.527913,832736.531168083,2.1125073544681072e-05,0.003255082992836833,0.0032762920018285513
example.com,AAAA,URL,832736.531317375,832736.531344125,832736.531344166,832736.533795958,2.675002906471491e-05,0.0024517920101061463,0.0024785830173641443
example.com,AAAA,ALL,832736.5339575,832736.534932,832736.534932125,832736.537738625,0.0009744999697431922,0.002806499949656427,0.0037811249494552612
example.com,A,Base16,832736.537869458,832736.537886166,832736.53788625,832736.539900916,1.670804340392351e-05,0.00201466609723866,0.0020314580760896206
example.com,A,Base32,832736.540001583,832736.540027833,832736.540027875,832736.542262958,2.6249908842146397e-05,0.002235083025880158,0.002261374960653484
example.com,A,Base64,832736.542382208,832736.542401208,832736.54240125,832736.544146958,1.8999911844730377e-05,0.001745708053931594,0.0017647499917075038
example.com,A,Base85,832736.544228291,832736.544256666,832736.54425675,832736.546119,2.8374954126775265e-05,0.0018622499192133546,0.001890708925202489
example.com,A,Base91,832736.546323166,832736.546356041,832736.546356125,832736.548264291,3.287498839199543e-05,0.001908165984787047,0.0019411250250414014
example.com,A,Binary,832736.548340708,832736.54836875,832736.548368833,832736.550235333,2.804200630635023e-05,0.0018665000097826123,0.0018946250202134252
example.com,A,Hexadecimal,832736.55032775,832736.55034325,832736.550343333,832736.552597833,1.550000160932541e-05,0.0022544999374076724,0.0022700829431414604
example.com,A,NetBios,832736.552682583,832736.552695541,832736.552695625,832736.554341416,1.295795664191246e-05,0.0016457909950986505,0.001658833003602922
example.com,A,DecimalEncoding,832736.554415791,832736.554434541,832736.554434625,832736.556110333,1.8750084564089775e-05,0.0016757079865783453,0.0016945420065894723
example.com,A,ROT13,832736.556180291,832736.556198583,832736.556198666,832736.558301291,1.8291990272700787e-05,0.0021026249742135406,0.002120999968610704
example.com,A,URL,832736.558407541,832736.5584295,832736.558429625,832736.5602215,2.1958956494927406e-05,0.0017918749945238233,0.0018139589810743928
example.com,A,ALL,832736.560310541,832736.561094083,832736.561094208,832736.56473775,0.0007835420547053218,0.0036435419460758567,0.004427209030836821
example.com,AAAA,Base16,832736.564884833,832736.564903875,832736.564903958,832736.567007291,1.9042054191231728e-05,0.002103333012200892,0.0021224580705165863
example.com,AAAA,Base32,832736.567140666,832736.56717125,832736.567171375,832736.570378125,3.058405127376318e-05,0.00320674991235137,0.003237458993680775
example.com,AAAA,Base64,832736.5704975,832736.570518083,832736.570518166,832736.572453625,2.0583043806254864e-05,0.0019354590913280845,0.00195612502284348
example.com,AAAA,Base85,832736.572546458,832736.572571041,832736.572571083,832736.574357,2.4582957848906517e-05,0.0017859169747680426,0.0018105419585481286
example.com,AAAA,Base91,832736.574429625,832736.574453166,832736.57445325,832736.576772625,2.354104071855545e-05,0.002319374936632812,0.0023430000292137265
example.com,AAAA,Binary,832736.576900125,832736.576928291,832736.576928333,832736.578714958,2.8165988624095917e-05,0.001786625012755394,0.0018148330273106694
example.com,AAAA,Hexadecimal,832736.578810875,832736.578826166,832736.57882625,832736.580514166,1.529103610664606e-05,0.0016879159957170486,0.0017032910836860538
example.com,AAAA,NetBios,832736.5805825,832736.580594958,832736.580595041,832736.582267583,1.2458069249987602e-05,0.00167254195548594,0.0016850830288603902
example.com,AAAA,DecimalEncoding,832736.582332541,832736.5823495,832736.582349583,832736.584028375,1.6959034837782383e-05,0.0016787919448688626,0.0016958339838311076
example.com,AAAA,ROT13,832736.584089791,832736.584107916,832736.584107958,832736.586320791,1.8124934285879135e-05,0.002212833031080663,0.002230999991297722
example.com,AAAA,URL,832736.586396791,832736.586442458,832736.586442541,832736.588209833,4.566693678498268e-05,0.0017672920366749167,0.001813041977584362
example.com,AAAA,ALL,832736.58828725,832736.588928625,832736.588928708,832736.59116725,0.000641374965198338,0.00223854195792228,0.0028799999272450805
example.com,A,Base16,832736.591248375,832736.591261625,832736.591261666,832736.593296125,1.325004268437624e-05,0.0020344589138403535,0.002047749934718013
example.com,A,Base32,832736.593394583,832736.593426041,832736.593426083,832736.59516725,3.145798109471798e-05,0.0017411670414730906,0.0017726670484989882
example.com,A,Base64,832736.595243208,832736.595258041,832736.595258125,832736.597624333,1.48330582305789e-05,0.002366208005696535,0.0023811249993741512
example.com,A,Base85,832736.597732,832736.597757375,832736.597757416,832736.599468375,2.5374931283295155e-05,0.0017109590116888285,0.0017363749211654067
example.com,A,Base91,832736.599535,832736.599557291,832736.599557375,832736.601221458,2.2290972992777824e-05,0.001664083101786673,0.0016864580102264881
example.com,A,Binary,832736.601284375,832736.60130625,832736.601306291,832736.603042666,2.1875021047890186e-05,0.0017363750375807285,0.0017582910368219018
example.com,A,Hexadecimal,832736.603176166,832736.603189875,832736.60319,832736.604871333,1.3709068298339844e-05,0.0016813329420983791,0.001695167040452361
example.com,A,NetBios,832736.604939583,832736.604954375,832736.604954458,832736.6070485,1.4791963621973991e-05,0.002094042021781206,0.0021089169895276427
example.com,A,DecimalEncoding,832736.607114791,832736.607131208,832736.607131291,832736.608902,1.6416888684034348e-05,0.001770709059201181,0.0017872089520096779
example.com,A,ROT13,832736.609027708,832736.6090465,832736.609046625,832736.610989541,1.879199407994747e-05,0.0019429160747677088,0.0019618330989032984
example.com,A,URL,832736.611090541,832736.611111791,832736.611111875,832736.612879375,2.1249987185001373e-05,0.0017674999544396996,0.00178883399348706
example.com,A,ALL,832736.612967208,832736.613698541,832736.613698583,832736.615958416,0.0007313329260796309,0.002259833039715886,0.0029912079917266965
example.com,AAAA,Base16,832736.616054416,832736.616068458,832736.6160685,832736.619511416,1.404189970344305e-05,0.003442915971390903,0.0034569998970255256
example.com,AAAA,Base32,832736.6196235,832736.619650958,832736.619651083,832736.621390916,2.74579506367445e-05,0.0017398330383002758,0.0017674160189926624
example.com,AAAA,Base64,832736.621480541,832736.621493375,832736.621493458,832736.623137541,1.2834090739488602e-05,0.0016440829494968057,0.0016570000443607569
example.com,AAAA,Base85,832736.6232135,832736.623237875,832736.623237958,832736.624949208,2.437504008412361e-05,0.0017112500499933958,0.0017357079777866602
example.com,AAAA,Base91,832736.625043041,832736.625067583,832736.625067666,832736.62698925,2.4542096070945263e-05,0.0019215838983654976,0.0019462089985609055
example.com,AAAA,Binary,832736.627096458,832736.627122333,832736.627122375,832736.628881291,2.5875051505863667e-05,0.0017589160706847906,0.001784833031706512
example.com,AAAA,Hexadecimal,832736.628971208,832736.628986458,832736.6289865,832736.631194791,1.5249941498041153e-05,0.0022082910872995853,0.002223583054728806
example.com,AAAA,NetBios,832736.631263708,832736.631275583,832736.631275625,832736.633011541,1.1874944902956486e-05,0.001735916011966765,0.001747832982800901
example.com,AAAA,DecimalEncoding,832736.633099125,832736.633118958,832736.633119041,832736.634746708,1.9832979887723923e-05,0.001627666992135346,0.0016475829761475325
example.com,AAAA,ROT13,832736.634816041,832736.63483475,832736.634834833,832736.636513125,1.8708989955484867e-05,0.0016782920574769378,0.0016970840515568852
example.com,AAAA,URL,832736.636578291,832736.636597208,832736.636597291,832736.638239916,1.89170241355896e-05,0.0016426249640062451,0.0016616249922662973
example.com,AAAA,ALL,832736.638308791,832736.638941041,832736.638941125,832736.641640625,0.0006322499830275774,0.002699499949812889,0.0033318339847028255
example.com,A,Base16,832736.641721041,832736.641733125,832736.641733208,832736.643447125,1.2083910405635834e-05,0.001713917008601129,0.0017260839231312275
example.com,A,Base32,832736.64352975,832736.643552583,832736.643552666,832736.645199333,2.2832886315882206e-05,0.0016466670203953981,0.001669582910835743
example.com,A,Base64,832736.645279,832736.645291958,832736.645292,832736.646977833,1.295795664191246e-05,0.0016858329763635993,0.0016988329589366913
example.com,A,Base85,832736.647075208,832736.647100041,832736.647100083,832736.648833,2.4833017960190773e-05,0.0017329170368611813,0.0017577919643372297
example.com,A,Base91,832736.648905125,832736.648928041,832736.648928083,832736.651129083,2.2916006855666637e-05,0.0022009999956935644,0.0022239580284804106
example.com,A,Binary,832736.651207166,832736.651229708,832736.65122975,832736.653031,2.2541964426636696e-05,0.0018012500368058681,0.0018238340271636844
example.com,A,Hexadecimal,832736.653112291,832736.653128291,832736.653128375,832736.65475625,1.6000005416572094e-05,0.0016278750263154507,0.00164395896717906
example.com,A,NetBios,832736.654821625,832736.654833916,832736.654834,832736.656505166,1.229101326316595e-05,0.0016711659263819456,0.0016835409915074706
example.com,A,DecimalEncoding,832736.656648375,832736.656668416,832736.6566685,832736.658471583,2.0041014067828655e-05,0.0018030829960480332,0.001823208061978221
example.com,A,ROT13,832736.658537708,832736.658557708,832736.658557791,832736.660769208,2.0000035874545574e-05,0.0022114169551059604,0.0022314999951049685
example.com,A,URL,832736.660844166,832736.660863583,832736.660863625,832736.66251425,1.9417027942836285e-05,0.001650625024922192,0.001670084078796208
example.com,A,ALL,832736.662581416,832736.663222125,832736.66322225,832736.665627708,0.000640709069557488,0.0024054580135270953,0.0030462919967249036
example.com,AAAA,Base16,832736.665695625,832736.665707666,832736.66570775,832736.667471708,1.2040953151881695e-05,0.0017639580182731152,0.001776083023287356
example.com,AAAA,Base32,832736.667543375,832736.667564041,832736.667564125,832736.669220166,2.066593151539564e-05,0.0016560410149395466,0.0016767909983173013
example.com,AAAA,Base64,832736.669280375,832736.669294416,832736.6692945,832736.671443875,1.4040968380868435e-05,0.002149374922737479,0.0021634999429807067
example.com,AAAA,Base85,832736.671503458,832736.671545541,832736.671545625,832736.673357125,4.2082974687218666e-05,0.0018115000566467643,0.0018536669667810202
example.com,AAAA,Base91,832736.673444458,832736.673467,832736.673467125,832736.6751965,2.2541964426636696e-05,0.001729374984279275,0.0017520419787615538
example.com,AAAA,Binary,832736.675271416,832736.675298666,832736.675298791,832736.676955583,2.7250032871961594e-05,0.0016567920101806521,0.0016841670731082559
example.com,AAAA,Hexadecimal,832736.677018125,832736.677032,832736.677032083,832736.678698791,1.3875076547265053e-05,0.001666707918047905,0.0016806659987196326
example.com,AAAA,NetBios,832736.678760708,832736.678771666,832736.67877175,832736.680924625,1.0958057828247547e-05,0.002152875065803528,0.0021639170590788126
example.com,AAAA,DecimalEncoding,832736.680985875,832736.681001375,832736.681001458,832736.68275625,1.550000160932541e-05,0.0017547920579090714,0.0017703750636428595
example.com,AAAA,ROT13,832736.682830291,832736.6828495,832736.682849583,832736.684529458,1.9208993762731552e-05,0.0016798750730231404,0.0016991670709103346
example.com,AAAA,URL,832736.684591625,832736.684611208,832736.68461125,832736.686245791,1.9583036191761494e-05,0.0016345410840585828,0.001654166029766202
example.com,AAAA,ALL,832736.686308916,832736.687009541,832736.687009625,832736.689242375,0.0007006250089034438,0.0022327499464154243,0.002933459007181227
example.com,A,Base16,832736.689316916,832736.689330583,832736.689330666,832736.6914985,1.3666925951838493e-05,0.0021678339689970016,0.0021815838990733027
example.com,A,Base32,832736.691560291,832736.691578833,832736.691578875,832736.693255333,1.8542050383985043e-05,0.0016764580504968762,0.001695042010396719
example.com,A,Base64,832736.693325125,832736.693336791,832736.693336875,832736.695039583,1.1665979400277138e-05,0.0017027080757543445,0.0017144579906016588
example.com,A,Base85,832736.695106583,832736.695131,832736.695131125,832736.696957833,2.4417066015303135e-05,0.001826707972213626,0.0018512500682845712
example.com,A,Base91,832736.697055666,832736.697078291,832736.697078333,832736.698851333,2.26249685510993e-05,0.0017729999963194132,0.001795666990801692
example.com,A,Binary,832736.698920875,832736.698945916,832736.698946,832736.7006435,2.5041052140295506e-05,0.0016975000035017729,0.0017226249910891056
example.com,A,Hexadecimal,832736.700704,832736.700717208,832736.700717291,832736.702906708,1.3208016753196716e-05,0.00218941702041775,0.002202708041295409
example.com,A,NetBios,832736.702972625,832736.702984416,832736.7029845,832736.704615875,1.1791009455919266e-05,0.0016313750529661775,0.001643249997869134
example.com,A,DecimalEncoding,832736.704678916,832736.704695583,832736.704695666,832736.706359583,1.6666948795318604e-05,0.001663916977122426,0.0016806669300422072
example.com,A,ROT13,832736.706415625,832736.706454458,832736.706454541,832736.708096458,3.88328917324543e-05,0.0016419170424342155,0.0016808329382911325
example.com,A,URL,832736.708224916,832736.708243916,832736.708243958,832736.709885458,1.9000028260052204e-05,0.0016415000427514315,0.0016605419805273414
example.com,A,ALL,832736.7099425,832736.710603583,832736.710603708,832736.713751791,0.0006610830314457417,0.003148082992993295,0.003809291054494679
example.com,AAAA,Base16,832736.713840791,832736.71385325,832736.713853333,832736.71557825,1.2459000572562218e-05,0.0017249169759452343,0.0017374589806422591
example.com,AAAA,Base32,832736.715644583,832736.715665166,832736.71566525,832736.717304125,2.0583043806254864e-05,0.001638874993659556,0.001659541972912848
example.com,AAAA,Base64,832736.717363375,832736.717374833,832736.717374875,832736.719022041,1.1457945220172405e-05,0.0016471659764647484,0.0016586659476161003
example.com,AAAA,Base85,832736.71908,832736.719100083,832736.719100125,832736.720772375,2.008303999900818e-05,0.001672249985858798,0.0016923750517889857
example.com,AAAA,Base91,832736.720841958,832736.720860958,832736.720861,832736.723027333,1.9000028260052204e-05,0.002166333026252687,0.0021853750804439187
example.com,AAAA,Binary,832736.723089791,832736.723109083,832736.723109125,832736.724741875,1.9291997887194157e-05,0.0016327499179169536,0.0016520839417353272
example.com,AAAA,Hexadecimal,832736.724797166,832736.724808958,832736.724809041,832736.7264325,1.1792057193815708e-05,0.0016234590439125896,0.0016353341052308679
example.com,AAAA,NetBios,832736.726485916,832736.726518666,832736.726518791,832736.728204583,3.275007475167513e-05,0.0016857919981703162,0.0017186671029776335
example.com,AAAA,DecimalEncoding,832736.728274458,832736.728291666,832736.72829175,832736.72994175,1.7208047211170197e-05,0.0016499999910593033,0.0016672919737175107
example.com,AAAA,ROT13,832736.730000666,832736.730018083,832736.730018166,832736.732252291,1.7417012713849545e-05,0.002234125044196844,0.0022516250610351562
example.com,AAAA,URL,832736.732326875,832736.732344583,832736.732344666,832736.734017375,1.770805101841688e-05,0.0016727090114727616,0.0016905000666156411
example.com,AAAA,ALL,832736.734080416,832736.734792916,832736.734793,832736.737832041,0.0007124999538064003,0.003039040951989591,0.0037516249576583505
example.com,A,Base16,832736.738080291,832736.738118208,832736.738118375,832736.740125333,3.7917052395641804e-05,0.002006958005949855,0.0020450419979169965
example.com,A,Base32,832736.740219375,832736.740246625,832736.740246666,832736.741959791,2.7250032871961594e-05,0.0017131250351667404,0.001740416046231985
example.com,A,Base64,832736.742024916,832736.7420365,832736.742036583,832736.745013583,1.1584023013710976e-05,0.0029769999673590064,0.00298866699449718
example.com,A,Base85,832736.745107916,832736.745131208,832736.745131291,832736.746801541,2.3292028345167637e-05,0.0016702499706298113,0.0016936250030994415
example.com,A,Base91,832736.746862833,832736.746882416,832736.746882458,832736.748547583,1.9582919776439667e-05,0.0016651250189170241,0.0016847499646246433
example.com,A,Binary,832736.748605208,832736.748628458,832736.7486285,832736.750262041,2.3250002413988113e-05,0.0016335409600287676,0.0016568329883739352
example.com,A,Hexadecimal,832736.750318666,832736.750331416,832736.7503315,832736.752044916,1.2750038877129555e-05,0.0017134160734713078,0.0017262500477954745
example.com,A,NetBios,832736.752116,832736.752127708,832736.752127833,832736.754237291,1.1708005331456661e-05,0.0021094580879434943,0.0021212910069152713
example.com,A,DecimalEncoding,832736.754296833,832736.754312625,832736.75431275,832736.755944125,1.579208765178919e-05,0.0016313750529661775,0.001647292054258287
example.com,A,ROT13,832736.75600825,832736.756024666,832736.75602475,832736.757644041,1.6415957361459732e-05,0.0016192910261452198,0.0016357909189537168
example.com,A,URL,832736.757703833,832736.757722958,832736.757723,832736.759360166,1.9124941900372505e-05,0.0016371660167351365,0.0016563329845666885
example.com,A,ALL,832736.759414875,832736.760038208,832736.76003825,832736.762368208,0.0006233330350369215,0.002329958020709455,0.002953333081677556
example.com,AAAA,Base16,832736.762443833,832736.762469458,832736.762469541,832736.764657916,2.562499139457941e-05,0.002188374986872077,0.002214082982391119
example.com,AAAA,Base32,832736.764774791,832736.764795875,832736.764795958,832736.766494041,2.1083978936076164e-05,0.0016980830114334822,0.001719249994494021
example.com,AAAA,Base64,832736.766561291,832736.766572083,832736.766572125,832736.768251375,1.0792049579322338e-05,0.0016792499227449298,0.0016900839982554317
example.com,AAAA,Base85,832736.7683175,832736.768339666,832736.768339708,832736.769969166,2.2165942937135696e-05,0.0016294580418616533,0.0016516660107299685
example.com,AAAA,Base91,832736.77002925,832736.770050291,832736.770050333,832736.77174,2.1041021682322025e-05,0.0016896669985726476,0.0017107500461861491
example.com,AAAA,Binary,832736.771799666,832736.771821125,832736.771821208,832736.773481916,2.145895268768072e-05,0.0016607081051915884,0.0016822500620037317
example.com,AAAA,Hexadecimal,832736.773539833,832736.773551458,832736.773551541,832736.775696916,1.1625001206994057e-05,0.0021453750086948276,0.0021570830140262842
example.com,AAAA,NetBios,832736.775758583,832736.775769416,832736.775769458,832736.777360166,1.083302777260542e-05,0.001590707921423018,0.001601582975126803
example.com,AAAA,DecimalEncoding,832736.777420166,832736.777434416,832736.777434458,832736.779099458,1.425005029886961e-05,0.001664999988861382,0.0016792920650914311
example.com,AAAA,ROT13,832736.779174166,832736.779191583,832736.779191666,832736.780839583,1.7417012713849545e-05,0.001647916971705854,0.001665416988544166
example.com,AAAA,URL,832736.780900041,832736.780918541,832736.780918625,832736.782637583,1.850002445280552e-05,0.001718958024866879,0.0017375419847667217
example.com,AAAA,ALL,832736.782712125,832736.783340125,832736.783340208,832736.786045208,0.0006280000088736415,0.0027049999916926026,0.0033330830046907067
example.com,A,Base16,832736.786130291,832736.786143791,832736.786143875,832736.788001958,1.3500102795660496e-05,0.0018580830655992031,0.0018716671038419008
example.com,A,Base32,832736.788074791,832736.788098541,832736.788098625,832736.789762041,2.37500062212348e-05,0.001663415925577283,0.0016872499836608768
example.com,A,Base64,832736.789826708,832736.789840125,832736.789840208,832736.791477416,1.3416982255876064e-05,0.0016372079262509942,0.0016507079126313329
example.com,A,Base85,832736.791550958,832736.791572083,832736.791572166,832736.793576291,2.1125073544681072e-05,0.0020041249226778746,0.0020253330003470182
example.com,A,Base91,832736.793665083,832736.793688791,832736.793688833,832736.795900916,2.3707980290055275e-05,0.0022120829671621323,0.002235832973383367
example.com,A,Binary,832736.795976958,832736.7959985,832736.795998625,832736.797661375,2.1541956812143326e-05,0.0016627500299364328,0.0016844170168042183
example.com,A,Hexadecimal,832736.797730291,832736.797743916,832736.797744,832736.799428083,1.3625016435980797e-05,0.0016840830212458968,0.0016977919731289148
example.com,A,NetBios,832736.799488625,832736.799500208,832736.799500291,832736.80114225,1.1582975275814533e-05,0.0016419589519500732,0.0016536249313503504
example.com,A,DecimalEncoding,832736.801208541,832736.801224208,832736.80122425,832736.802938125,1.5666941180825233e-05,0.0017138749826699495,0.0017295839497819543
example.com,A,ROT13,832736.80301775,832736.803036083,832736.803036166,832736.805195583,1.8332968465983868e-05,0.0021594170248135924,0.002177832997404039
example.com,A,URL,832736.8052675,832736.805285375,832736.805285458,832736.80695075,1.7874990589916706e-05,0.001665291958488524,0.0016832499532029033
example.com,A,ALL,832736.807023916,832736.807724416,832736.807724541,832736.809961125,0.0007004999788478017,0.0022365839686244726,0.0029372089775279164
example.com,AAAA,Base16,832736.810027583,832736.810039291,832736.810039375,832736.81171875,1.1708005331456661e-05,0.0016793750692158937,0.0016911670099943876
example.com,AAAA,Base32,832736.81179275,832736.811811125,832736.811811166,832736.81348175,1.837499439716339e-05,0.0016705839661881328,0.0016889999387785792
example.com,AAAA,Base64,832736.8135575,832736.813568541,832736.813568625,832736.815704958,1.1040945537388325e-05,0.0021363330306485295,0.002147458028048277
example.com,AAAA,Base85,832736.815841875,832736.815862125,832736.815862166,832736.817489083,2.0249979570508003e-05,0.0016269170446321368,0.001647208002395928
example.com,AAAA,Base91,832736.817552708,832736.817572916,832736.817572958,832736.819193125,2.0208070054650307e-05,0.0016201670514419675,0.0016404170310124755
example.com,AAAA,Binary,832736.819252958,832736.819272916,832736.819272958,832736.820927458,1.9957893528044224e-05,0.0016545000253245234,0.0016744999447837472
example.com,AAAA,Hexadecimal,832736.820985333,832736.820997166,832736.820997208,832736.822639583,1.183303538709879e-05,0.0016423750203102827,0.001654250081628561
example.com,AAAA,NetBios,832736.82270625,832736.822716708,832736.822716791,832736.824818166,1.0457937605679035e-05,0.0021013750229030848,0.0021119159646332264
example.com,AAAA,DecimalEncoding,832736.824887333,832736.824901708,832736.824901791,832736.826635875,1.4375080354511738e-05,0.0017340839840471745,0.0017485420685261488
example.com,AAAA,ROT13,832736.826722708,832736.826742708,832736.82674275,832736.828516875,2.0000035874545574e-05,0.0017741250339895487,0.0017941670957952738
example.com,AAAA,URL,832736.828584291,832736.828604833,832736.828604875,832736.830264833,2.0541949197649956e-05,0.0016599580412730575,0.001680542016401887
example.com,AAAA,ALL,832736.830327291,832736.830970625,832736.830970791,832736.83354475,0.0006433340022340417,0.0025739589473232627,0.0032174589578062296
example.com,A,Base16,832736.833635458,832736.833648541,832736.833648583,832736.8358135,1.3082986697554588e-05,0.002164916950277984,0.0021780419629067183
example.com,A,Base32,832736.83588325,832736.835904541,832736.835904666,832736.837599875,2.1290965378284454e-05,0.0016952090663835406,0.0017166250618174672
